PurchaseOrderID,DueDate,ProductID,OrderQty,UnitPrice,LineTotal,ReceivedQty,RejectedQty
13,2011-12-28 00:00:00.000,320,3,45.3705,136.1115,3,0
13,2011-12-28 00:00:00.000,321,3,40.488,121.464,3,0
13,2011-12-28 00:00:00.000,322,60,26.3655,1581.93,60,0
14,2011-12-28 00:00:00.000,504,3,48.762,146.286,3,3
15,2011-12-28 00:00:00.000,497,3,34.188,102.564,3,0
16,2011-12-28 00:00:00.000,323,3,50.2635,150.7905,3,0
17,2011-12-29 00:00:00.000,523,550,10.731,5902.05,550,0
17,2011-12-29 00:00:00.000,524,550,14.1225,7767.375,550,0
18,2011-12-29 00:00:00.000,492,60,50.2635,3015.81,60,0
18,2011-12-29 00:00:00.000,493,60,57.1515,3429.09,60,0
18,2011-12-29 00:00:00.000,494,60,53.2035,3192.21,60,0
18,2011-12-29 00:00:00.000,495,60,63.693,3821.58,60,0
18,2011-12-29 00:00:00.000,496,60,48.909,2934.54,60,0
19,2011-12-29 00:00:00.000,908,550,21.0945,11601.975,550,0
19,2011-12-29 00:00:00.000,909,550,30.4395,16741.725,550,0
19,2011-12-29 00:00:00.000,910,550,40.9395,22516.725,550,0
19,2011-12-29 00:00:00.000,911,550,21.0945,11601.975,550,0
19,2011-12-29 00:00:00.000,912,550,30.4395,16741.725,550,0
20,2011-12-29 00:00:00.000,506,60,9.198,551.88,60,0
21,2011-12-29 00:00:00.000,351,550,5.775,3176.25,550,0
21,2011-12-29 00:00:00.000,352,550,1.155,635.25,550,0
21,2011-12-29 00:00:00.000,679,550,5.775,3176.25,550,27
22,2011-12-29 00:00:00.000,507,550,23.394,12866.7,550,82
22,2011-12-29 00:00:00.000,508,550,27.6465,15205.575,550,0
23,2011-12-29 00:00:00.000,355,550,1.365,750.75,550,0
23,2011-12-29 00:00:00.000,940,550,62.9895,34644.225,550,0
23,2011-12-29 00:00:00.000,535,550,3.486,1917.3,550,0
24,2011-12-29 00:00:00.000,351,550,6.195,3407.25,550,550
24,2011-12-29 00:00:00.000,352,550,1.47,808.5,550,550
25,2011-12-29 00:00:00.000,507,550,22.1655,12191.025,550,0
25,2011-12-29 00:00:00.000,508,550,29.2845,16106.475,523,0
26,2011-12-29 00:00:00.000,491,3,19.9815,59.9445,3,0
27,2011-12-29 00:00:00.000,341,3,41.1705,123.5115,3,0
27,2011-12-29 00:00:00.000,342,3,39.0705,117.2115,3,0
27,2011-12-29 00:00:00.000,343,3,43.344,130.032,3,0
27,2011-12-29 00:00:00.000,344,3,39.0705,117.2115,3,0
27,2011-12-29 00:00:00.000,345,3,36.9705,110.9115,3,0
27,2011-12-29 00:00:00.000,346,3,41.244,123.732,3,0
28,2011-12-29 00:00:00.000,935,550,31.4895,17319.225,550,0
28,2011-12-29 00:00:00.000,936,550,48.2895,26559.225,550,0
29,2012-01-22 00:00:00.000,375,3,43.344,130.032,3,0
29,2012-01-22 00:00:00.000,376,3,39.0705,117.2115,3,0
29,2012-01-22 00:00:00.000,377,3,36.9705,110.9115,3,0
29,2012-01-22 00:00:00.000,378,3,41.244,123.732,3,0
29,2012-01-22 00:00:00.000,379,3,36.9705,110.9115,3,0
30,2012-01-22 00:00:00.000,476,550,15.8865,8737.575,550,0
30,2012-01-22 00:00:00.000,477,550,11.6655,6416.025,550,55
30,2012-01-22 00:00:00.000,478,550,11.088,6098.4,550,0
31,2012-01-22 00:00:00.000,402,3,47.4705,142.4115,3,0
32,2012-01-22 00:00:00.000,510,550,23.079,12693.45,550,82
32,2012-01-22 00:00:00.000,511,550,29.274,16100.7,550,0
33,2012-01-30 00:00:00.000,403,3,45.3705,136.1115,3,0
33,2012-01-30 00:00:00.000,404,3,49.644,148.932,3,0
33,2012-01-30 00:00:00.000,405,3,45.3705,136.1115,3,0
34,2012-01-30 00:00:00.000,525,550,2.3205,1276.275,550,550
35,2012-01-30 00:00:00.000,526,550,3.6435,2003.925,550,0
36,2012-01-30 00:00:00.000,908,550,21.0945,11601.975,468,0
36,2012-01-30 00:00:00.000,909,550,30.4395,16741.725,550,0
36,2012-01-30 00:00:00.000,913,550,40.9395,22516.725,550,0
37,2012-01-30 00:00:00.000,356,60,3.6015,216.09,60,0
37,2012-01-30 00:00:00.000,357,60,3.9795,238.77,60,0
38,2012-01-30 00:00:00.000,935,550,31.4895,17319.225,550,0
38,2012-01-30 00:00:00.000,936,550,48.2895,26559.225,550,0
39,2012-01-30 00:00:00.000,524,550,12.9675,7132.125,550,0
40,2012-01-30 00:00:00.000,911,550,21.0945,11601.975,550,0
40,2012-01-30 00:00:00.000,912,550,30.4395,16741.725,550,55
41,2012-01-30 00:00:00.000,910,550,40.9395,22516.725,550,0
42,2012-01-30 00:00:00.000,937,550,62.9895,34644.225,550,82
43,2012-01-30 00:00:00.000,463,3,47.523,142.569,3,0
43,2012-01-30 00:00:00.000,464,3,45.423,136.269,3,0
43,2012-01-30 00:00:00.000,465,3,49.6965,149.0895,3,0
44,2012-01-30 00:00:00.000,462,3,47.6805,143.0415,3,3
45,2012-01-30 00:00:00.000,510,550,23.4045,12872.475,550,0
45,2012-01-30 00:00:00.000,511,550,27.867,15326.85,523,0
46,2012-01-30 00:00:00.000,527,550,6.7515,3713.325,468,0
47,2012-01-30 00:00:00.000,938,550,31.4895,17319.225,550,0
47,2012-01-30 00:00:00.000,939,550,48.2895,26559.225,550,0
47,2012-01-30 00:00:00.000,509,550,36.2775,19952.625,550,0
48,2012-01-30 00:00:00.000,492,60,50.7465,3044.79,60,0
48,2012-01-30 00:00:00.000,493,60,58.2645,3495.87,60,0
48,2012-01-30 00:00:00.000,494,60,50.7465,3044.79,60,0
48,2012-01-30 00:00:00.000,495,60,62.9265,3775.59,60,0
48,2012-01-30 00:00:00.000,496,60,49.6545,2979.27,60,0
49,2012-02-03 00:00:00.000,523,550,10.3845,5711.475,550,0
50,2012-02-03 00:00:00.000,422,3,47.6805,143.0415,3,0
50,2012-02-03 00:00:00.000,423,3,45.5805,136.7415,3,0
50,2012-02-03 00:00:00.000,424,3,49.854,149.562,3,0
51,2012-02-03 00:00:00.000,490,3,12.7155,38.1465,3,0
51,2012-02-03 00:00:00.000,491,3,19.9395,59.8185,3,0
52,2012-02-03 00:00:00.000,528,3,38.157,114.471,3,0
53,2012-02-07 00:00:00.000,505,3,44.2155,132.6465,3,0
54,2012-02-07 00:00:00.000,938,550,31.4895,17319.225,550,550
54,2012-02-07 00:00:00.000,939,550,48.2895,26559.225,550,550
55,2012-02-07 00:00:00.000,358,60,6.9825,418.95,60,0
56,2012-02-07 00:00:00.000,375,3,43.2705,129.8115,3,0
56,2012-02-07 00:00:00.000,376,3,47.544,142.632,3,0
56,2012-02-07 00:00:00.000,377,3,43.2705,129.8115,3,0
56,2012-02-07 00:00:00.000,378,3,41.1705,123.5115,3,0
57,2012-02-07 00:00:00.000,356,60,3.381,202.86,60,0
57,2012-02-07 00:00:00.000,357,60,4.3155,258.93,60,0
58,2012-02-07 00:00:00.000,375,3,43.2705,129.8115,3,0
58,2012-02-07 00:00:00.000,376,3,41.1705,123.5115,3,0
58,2012-02-07 00:00:00.000,377,3,45.444,136.332,3,0
58,2012-02-07 00:00:00.000,378,3,41.1705,123.5115,3,0
58,2012-02-07 00:00:00.000,379,3,39.0705,117.2115,3,0
59,2012-02-07 00:00:00.000,490,3,12.3585,37.0755,3,0
60,2012-02-07 00:00:00.000,513,550,39.1965,21558.075,550,0
61,2012-02-07 00:00:00.000,403,3,45.444,136.332,3,0
61,2012-02-07 00:00:00.000,404,3,41.1705,123.5115,3,0
61,2012-02-07 00:00:00.000,405,3,39.0705,117.2115,3,0
61,2012-02-07 00:00:00.000,406,3,43.344,130.032,3,0
62,2012-02-07 00:00:00.000,931,550,34.8705,19178.775,550,82
62,2012-02-07 00:00:00.000,932,550,39.7635,21869.925,550,0
63,2012-02-07 00:00:00.000,422,3,47.6805,143.0415,3,0
63,2012-02-07 00:00:00.000,423,3,45.5805,136.7415,3,0
63,2012-02-07 00:00:00.000,424,3,49.854,149.562,3,0
64,2012-02-07 00:00:00.000,341,3,47.5755,142.7265,3,3
64,2012-02-07 00:00:00.000,342,3,45.4755,136.4265,3,3
65,2012-02-07 00:00:00.000,931,550,34.3455,18890.025,550,0
65,2012-02-07 00:00:00.000,932,550,39.2385,21581.175,523,0
66,2012-02-07 00:00:00.000,341,3,47.4705,142.4115,3,0
66,2012-02-07 00:00:00.000,342,3,45.3705,136.1115,3,0
66,2012-02-07 00:00:00.000,343,3,49.644,148.932,3,0
66,2012-02-07 00:00:00.000,344,3,45.3705,136.1115,3,0
67,2012-02-07 00:00:00.000,928,550,32.7705,18023.775,550,0
67,2012-02-07 00:00:00.000,929,550,37.086,20397.3,550,0
67,2012-02-07 00:00:00.000,930,550,43.0395,23671.725,550,0
68,2012-02-07 00:00:00.000,332,550,10.815,5948.25,550,0
69,2012-02-08 00:00:00.000,948,550,82.8345,45558.975,550,0
69,2012-02-08 00:00:00.000,907,550,82.8345,45558.975,550,0
70,2012-02-08 00:00:00.000,325,1250,0.21,262.5,1250,0
70,2012-02-08 00:00:00.000,326,1250,0.21,262.5,1250,125
71,2012-02-08 00:00:00.000,320,3,49.644,148.932,3,0
71,2012-02-08 00:00:00.000,321,3,44.3205,132.9615,3,0
71,2012-02-08 00:00:00.000,322,60,28.6965,1721.79,60,3
72,2012-02-08 00:00:00.000,930,550,42.5145,23382.975,550,82
72,2012-02-08 00:00:00.000,921,550,5.586,3072.3,550,0
73,2012-02-23 00:00:00.000,952,60,15.7395,944.37,60,0
74,2012-02-23 00:00:00.000,933,550,43.4595,23902.725,550,550
74,2012-02-23 00:00:00.000,934,550,37.6215,20691.825,550,550
75,2012-02-23 00:00:00.000,317,550,29.5785,16268.175,550,0
75,2012-02-23 00:00:00.000,318,550,36.099,19854.45,523,0
75,2012-02-23 00:00:00.000,319,550,48.5835,26720.925,550,0
76,2012-02-23 00:00:00.000,928,550,32.2455,17735.025,468,0
76,2012-02-23 00:00:00.000,929,550,36.561,20108.55,550,0
77,2012-02-23 00:00:00.000,319,550,46.4205,25531.275,550,0
78,2012-02-23 00:00:00.000,359,3,47.523,142.569,3,0
78,2012-02-23 00:00:00.000,360,3,45.423,136.269,3,0
78,2012-02-23 00:00:00.000,361,3,49.6965,149.0895,3,0
78,2012-02-23 00:00:00.000,362,3,45.423,136.269,3,0
78,2012-02-23 00:00:00.000,363,3,43.323,129.969,3,0
79,2012-02-23 00:00:00.000,2,3,41.916,125.748,3,0
80,2012-02-23 00:00:00.000,1,3,50.2635,150.7905,3,0
81,2012-02-23 00:00:00.000,361,3,49.854,149.562,3,0
81,2012-02-23 00:00:00.000,362,3,45.5805,136.7415,3,0
81,2012-02-23 00:00:00.000,363,3,43.4805,130.4415,3,0
81,2012-02-23 00:00:00.000,364,3,47.754,143.262,3,0
82,2012-02-23 00:00:00.000,530,550,16.086,8847.3,550,82
83,2012-02-23 00:00:00.000,4,3,57.0255,171.0765,3,0
84,2012-02-23 00:00:00.000,512,550,37.086,20397.3,550,550
85,2012-02-23 00:00:00.000,513,550,26.5965,14628.075,550,0
86,2012-02-23 00:00:00.000,317,550,27.0585,14882.175,468,0
86,2012-02-23 00:00:00.000,318,550,33.579,18468.45,550,0
86,2012-02-23 00:00:00.000,319,550,46.0635,25334.925,550,0
87,2012-02-23 00:00:00.000,408,3,47.544,142.632,3,0
87,2012-02-23 00:00:00.000,409,3,43.2705,129.8115,3,0
87,2012-02-23 00:00:00.000,410,3,41.1705,123.5115,3,0
87,2012-02-23 00:00:00.000,411,3,45.444,136.332,3,0
87,2012-02-23 00:00:00.000,412,3,41.1705,123.5115,3,0
87,2012-02-23 00:00:00.000,413,3,39.0705,117.2115,3,0
88,2012-02-23 00:00:00.000,427,3,47.5965,142.7895,3,0
88,2012-02-23 00:00:00.000,428,3,43.323,129.969,3,0
88,2012-02-23 00:00:00.000,429,3,41.223,123.669,3,0
88,2012-02-23 00:00:00.000,430,3,45.4965,136.4895,3,0
88,2012-02-23 00:00:00.000,431,3,41.223,123.669,3,0
89,2012-03-08 00:00:00.000,320,3,47.4705,142.4115,3,0
89,2012-03-08 00:00:00.000,321,3,42.798,128.394,3,0
89,2012-03-08 00:00:00.000,322,60,25.4205,1525.23,60,0
90,2012-03-08 00:00:00.000,442,3,43.3965,130.1895,3,0
90,2012-03-08 00:00:00.000,443,3,39.123,117.369,3,0
90,2012-03-08 00:00:00.000,444,3,37.023,111.069,3,0
91,2012-03-08 00:00:00.000,941,550,62.9895,34644.225,550,0
92,2012-03-08 00:00:00.000,320,3,45.3705,136.1115,3,0
92,2012-03-08 00:00:00.000,321,3,40.488,121.464,3,0
93,2012-03-12 00:00:00.000,504,3,48.762,146.286,3,0
94,2012-03-12 00:00:00.000,497,3,34.188,102.564,3,3
95,2012-03-12 00:00:00.000,323,3,50.2635,150.7905,3,0
96,2012-03-12 00:00:00.000,523,550,10.731,5902.05,468,0
96,2012-03-12 00:00:00.000,524,550,14.1225,7767.375,550,0
97,2012-03-22 00:00:00.000,492,60,50.2635,3015.81,60,0
97,2012-03-22 00:00:00.000,493,60,57.1515,3429.09,60,0
97,2012-03-22 00:00:00.000,494,60,53.2035,3192.21,60,0
97,2012-03-22 00:00:00.000,495,60,63.693,3821.58,60,0
97,2012-03-22 00:00:00.000,496,60,48.909,2934.54,60,0
98,2012-03-22 00:00:00.000,913,550,40.9395,22516.725,550,0
98,2012-03-22 00:00:00.000,914,550,21.0945,11601.975,550,0
98,2012-03-22 00:00:00.000,915,550,30.4395,16741.725,550,0
98,2012-03-22 00:00:00.000,916,550,40.9395,22516.725,550,0
99,2012-03-22 00:00:00.000,506,60,9.198,551.88,60,0
100,2012-03-22 00:00:00.000,351,550,5.775,3176.25,550,0
100,2012-03-22 00:00:00.000,352,550,1.155,635.25,550,55
100,2012-03-22 00:00:00.000,679,550,5.775,3176.25,550,0
101,2012-03-22 00:00:00.000,507,550,23.394,12866.7,550,0
101,2012-03-22 00:00:00.000,508,550,27.6465,15205.575,550,0
102,2012-03-22 00:00:00.000,355,550,1.365,750.75,550,82
102,2012-03-22 00:00:00.000,940,550,62.9895,34644.225,550,0
103,2012-03-22 00:00:00.000,679,550,6.195,3407.25,550,0
104,2012-03-22 00:00:00.000,507,550,22.1655,12191.025,550,550
104,2012-03-22 00:00:00.000,508,550,29.2845,16106.475,550,550
105,2012-03-22 00:00:00.000,491,3,19.9815,59.9445,3,0
106,2012-03-22 00:00:00.000,347,3,36.9705,110.9115,3,0
106,2012-03-22 00:00:00.000,348,3,34.8705,104.6115,3,0
106,2012-03-22 00:00:00.000,349,3,39.144,117.432,3,0
107,2012-03-22 00:00:00.000,935,550,31.4895,17319.225,550,0
107,2012-03-22 00:00:00.000,936,550,48.2895,26559.225,550,0
108,2012-03-22 00:00:00.000,380,3,43.218,129.654,3,0
108,2012-03-22 00:00:00.000,381,3,47.4915,142.4745,3,0
108,2012-03-22 00:00:00.000,382,3,43.2705,129.8115,3,0
108,2012-03-22 00:00:00.000,383,3,47.544,142.632,3,0
108,2012-03-22 00:00:00.000,384,3,43.2705,129.8115,3,0
109,2012-03-22 00:00:00.000,479,550,15.8865,8737.575,550,0
109,2012-03-22 00:00:00.000,480,550,11.6655,6416.025,550,0
109,2012-03-22 00:00:00.000,481,550,11.088,6098.4,550,0
109,2012-03-22 00:00:00.000,482,550,8.757,4816.35,550,0
109,2012-03-22 00:00:00.000,483,550,9.6915,5330.325,550,0
110,2012-03-22 00:00:00.000,402,3,47.4705,142.4115,3,0
111,2012-03-22 00:00:00.000,512,550,34.9755,19236.525,550,0
112,2012-03-22 00:00:00.000,406,3,43.2705,129.8115,3,0
112,2012-03-22 00:00:00.000,407,3,47.544,142.632,3,0
113,2012-03-23 00:00:00.000,525,550,2.3205,1276.275,550,0
114,2012-03-23 00:00:00.000,526,550,3.6435,2003.925,550,550
115,2012-03-23 00:00:00.000,908,550,21.0945,11601.975,550,0
115,2012-03-23 00:00:00.000,909,550,30.4395,16741.725,523,0
115,2012-03-23 00:00:00.000,913,550,40.9395,22516.725,550,0
116,2012-03-23 00:00:00.000,356,60,3.6015,216.09,51,0
116,2012-03-23 00:00:00.000,357,60,3.9795,238.77,60,0
117,2012-03-23 00:00:00.000,935,550,31.4895,17319.225,550,0
117,2012-03-23 00:00:00.000,936,550,48.2895,26559.225,550,0
118,2012-03-23 00:00:00.000,524,550,12.9675,7132.125,550,0
119,2012-03-23 00:00:00.000,911,550,21.0945,11601.975,550,0
119,2012-03-23 00:00:00.000,912,550,30.4395,16741.725,550,0
120,2012-03-23 00:00:00.000,910,550,40.9395,22516.725,550,0
121,2012-03-23 00:00:00.000,937,550,62.9895,34644.225,550,0
122,2012-03-23 00:00:00.000,466,3,45.423,136.269,3,0
122,2012-03-23 00:00:00.000,467,3,43.323,129.969,3,0
123,2012-03-23 00:00:00.000,462,3,47.6805,143.0415,3,0
124,2012-03-23 00:00:00.000,510,550,23.4045,12872.475,550,550
124,2012-03-23 00:00:00.000,511,550,27.867,15326.85,550,550
125,2012-03-23 00:00:00.000,527,550,6.7515,3713.325,550,0
126,2012-03-23 00:00:00.000,938,550,31.4895,17319.225,468,0
126,2012-03-23 00:00:00.000,939,550,48.2895,26559.225,550,0
126,2012-03-23 00:00:00.000,509,550,36.2775,19952.625,550,0
127,2012-03-23 00:00:00.000,492,60,50.7465,3044.79,60,0
127,2012-03-23 00:00:00.000,493,60,58.2645,3495.87,60,0
127,2012-03-23 00:00:00.000,494,60,50.7465,3044.79,60,0
127,2012-03-23 00:00:00.000,495,60,62.9265,3775.59,60,0
127,2012-03-23 00:00:00.000,496,60,49.6545,2979.27,60,0
128,2012-03-23 00:00:00.000,523,550,10.3845,5711.475,550,0
129,2012-03-28 00:00:00.000,425,3,45.5805,136.7415,3,0
129,2012-03-28 00:00:00.000,426,3,43.4805,130.4415,3,0
129,2012-03-28 00:00:00.000,427,3,47.754,143.262,3,0
129,2012-03-28 00:00:00.000,428,3,43.4805,130.4415,3,0
129,2012-03-28 00:00:00.000,429,3,41.3805,124.1415,3,0
130,2012-03-28 00:00:00.000,490,3,12.7155,38.1465,3,0
130,2012-03-28 00:00:00.000,491,3,19.9395,59.8185,3,0
131,2012-03-28 00:00:00.000,528,3,38.157,114.471,3,0
132,2012-03-28 00:00:00.000,505,3,44.2155,132.6465,3,0
133,2012-04-11 00:00:00.000,938,550,31.4895,17319.225,550,0
133,2012-04-11 00:00:00.000,939,550,48.2895,26559.225,550,0
134,2012-04-11 00:00:00.000,358,60,6.9825,418.95,60,60
135,2012-04-11 00:00:00.000,379,3,45.444,136.332,3,0
135,2012-04-11 00:00:00.000,380,3,41.1705,123.5115,3,0
135,2012-04-11 00:00:00.000,381,3,39.0705,117.2115,3,0
135,2012-04-11 00:00:00.000,438,3,47.6805,143.0415,3,0
135,2012-04-11 00:00:00.000,439,3,45.5805,136.7415,3,0
135,2012-04-11 00:00:00.000,440,3,49.854,149.562,3,0
135,2012-04-11 00:00:00.000,441,3,45.5805,136.7415,3,0
135,2012-04-11 00:00:00.000,442,3,43.4805,130.4415,3,0
135,2012-04-11 00:00:00.000,443,3,47.754,143.262,3,0
135,2012-04-11 00:00:00.000,444,3,43.4805,130.4415,3,0
135,2012-04-11 00:00:00.000,445,3,41.3805,124.1415,3,0
135,2012-04-11 00:00:00.000,446,3,45.654,136.962,3,0
135,2012-04-11 00:00:00.000,447,3,41.3805,124.1415,3,0
135,2012-04-11 00:00:00.000,448,3,39.2805,117.8415,3,0
135,2012-04-11 00:00:00.000,449,3,43.554,130.662,3,0
135,2012-04-11 00:00:00.000,450,3,39.2805,117.8415,3,0
135,2012-04-11 00:00:00.000,451,3,37.1805,111.5415,3,0
135,2012-04-11 00:00:00.000,452,3,41.454,124.362,3,0
135,2012-04-11 00:00:00.000,453,3,37.1805,111.5415,3,0
135,2012-04-11 00:00:00.000,454,3,47.523,142.569,3,0
135,2012-04-11 00:00:00.000,455,3,45.423,136.269,3,0
135,2012-04-11 00:00:00.000,456,3,49.6965,149.0895,3,0
135,2012-04-11 00:00:00.000,457,3,45.423,136.269,3,0
135,2012-04-11 00:00:00.000,458,3,43.323,129.969,3,0
135,2012-04-11 00:00:00.000,459,3,47.5965,142.7895,3,0
135,2012-04-11 00:00:00.000,460,3,43.323,129.969,3,0
136,2012-04-11 00:00:00.000,356,60,3.381,202.86,51,0
136,2012-04-11 00:00:00.000,357,60,4.3155,258.93,60,0
137,2012-04-25 00:00:00.000,380,3,43.344,130.032,3,0
137,2012-04-25 00:00:00.000,381,3,39.0705,117.2115,3,0
137,2012-04-25 00:00:00.000,382,3,36.9705,110.9115,3,0
137,2012-04-25 00:00:00.000,383,3,41.244,123.732,3,0
137,2012-04-25 00:00:00.000,384,3,36.9705,110.9115,3,0
137,2012-04-25 00:00:00.000,385,3,43.218,129.654,3,0
138,2012-04-25 00:00:00.000,490,3,12.3585,37.0755,3,0
139,2012-04-25 00:00:00.000,513,550,39.1965,21558.075,550,0
140,2012-04-25 00:00:00.000,407,3,39.0705,117.2115,3,0
140,2012-04-25 00:00:00.000,408,3,36.9705,110.9115,3,0
140,2012-04-25 00:00:00.000,409,3,41.244,123.732,3,0
141,2012-04-25 00:00:00.000,933,550,43.9845,24191.475,550,0
141,2012-04-25 00:00:00.000,934,550,38.1465,20980.575,550,0
142,2012-04-25 00:00:00.000,425,3,45.5805,136.7415,3,0
142,2012-04-25 00:00:00.000,426,3,43.4805,130.4415,3,0
143,2012-04-25 00:00:00.000,343,3,49.749,149.247,3,0
143,2012-04-25 00:00:00.000,344,3,45.4755,136.4265,3,0
143,2012-04-25 00:00:00.000,345,3,43.3755,130.1265,3,0
144,2012-04-25 00:00:00.000,931,550,34.3455,18890.025,550,550
144,2012-04-25 00:00:00.000,932,550,39.2385,21581.175,550,550
145,2012-04-25 00:00:00.000,345,3,43.2705,129.8115,3,0
145,2012-04-25 00:00:00.000,346,3,47.544,142.632,3,0
145,2012-04-25 00:00:00.000,347,3,43.2705,129.8115,3,0
145,2012-04-25 00:00:00.000,348,3,41.1705,123.5115,3,0
145,2012-04-25 00:00:00.000,349,3,45.444,136.332,3,0
146,2012-04-25 00:00:00.000,928,550,32.7705,18023.775,468,0
146,2012-04-25 00:00:00.000,929,550,37.086,20397.3,550,0
146,2012-04-25 00:00:00.000,930,550,43.0395,23671.725,550,0
147,2012-04-25 00:00:00.000,332,550,10.815,5948.25,550,0
148,2012-04-25 00:00:00.000,948,550,82.8345,45558.975,550,0
148,2012-04-25 00:00:00.000,907,550,82.8345,45558.975,550,0
149,2012-04-25 00:00:00.000,325,1250,0.21,262.5,1250,0
149,2012-04-25 00:00:00.000,326,1250,0.21,262.5,1250,0
150,2012-04-25 00:00:00.000,320,3,49.644,148.932,3,0
150,2012-04-25 00:00:00.000,321,3,44.3205,132.9615,3,0
150,2012-04-25 00:00:00.000,322,60,28.6965,1721.79,60,0
151,2012-04-25 00:00:00.000,930,550,42.5145,23382.975,550,0
151,2012-04-25 00:00:00.000,921,550,5.586,3072.3,550,0
152,2012-04-25 00:00:00.000,952,60,15.7395,944.37,60,9
153,2012-05-16 00:00:00.000,922,550,6.531,3592.05,550,0
153,2012-05-16 00:00:00.000,923,550,6.1845,3401.475,550,0
154,2012-05-16 00:00:00.000,317,550,29.5785,16268.175,550,550
154,2012-05-16 00:00:00.000,318,550,36.099,19854.45,550,550
155,2012-05-16 00:00:00.000,928,550,32.2455,17735.025,550,0
155,2012-05-16 00:00:00.000,929,550,36.561,20108.55,523,0
156,2012-05-16 00:00:00.000,319,550,46.4205,25531.275,468,0
157,2012-06-13 00:00:00.000,364,3,47.5965,142.7895,3,0
157,2012-06-13 00:00:00.000,365,3,43.323,129.969,3,0
157,2012-06-13 00:00:00.000,366,3,41.223,123.669,3,0
157,2012-06-13 00:00:00.000,367,3,45.4965,136.4895,3,0
157,2012-06-13 00:00:00.000,368,3,41.223,123.669,3,0
157,2012-06-13 00:00:00.000,369,3,39.123,117.369,3,0
158,2012-06-13 00:00:00.000,2,3,41.916,125.748,3,0
159,2012-06-13 00:00:00.000,1,3,50.2635,150.7905,3,0
160,2012-06-13 00:00:00.000,365,3,43.4805,130.4415,3,0
160,2012-06-13 00:00:00.000,366,3,41.3805,124.1415,3,0
160,2012-06-13 00:00:00.000,367,3,45.654,136.962,3,0
161,2012-06-13 00:00:00.000,530,550,16.086,8847.3,550,0
162,2012-06-13 00:00:00.000,4,3,57.0255,171.0765,3,0
163,2012-06-13 00:00:00.000,512,550,37.086,20397.3,550,0
164,2012-06-13 00:00:00.000,513,550,26.5965,14628.075,550,550
165,2012-06-13 00:00:00.000,317,550,27.0585,14882.175,550,0
165,2012-06-13 00:00:00.000,318,550,33.579,18468.45,523,0
165,2012-06-13 00:00:00.000,319,550,46.0635,25334.925,550,0
166,2012-06-13 00:00:00.000,414,3,43.344,130.032,3,0
166,2012-06-13 00:00:00.000,415,3,39.0705,117.2115,3,0
166,2012-06-13 00:00:00.000,416,3,36.9705,110.9115,3,0
166,2012-06-13 00:00:00.000,417,3,41.244,123.732,3,0
167,2012-06-13 00:00:00.000,432,3,39.123,117.369,3,0
167,2012-06-13 00:00:00.000,433,3,43.3965,130.1895,3,0
167,2012-06-13 00:00:00.000,434,3,39.123,117.369,3,0
167,2012-06-13 00:00:00.000,435,3,37.023,111.069,3,0
167,2012-06-13 00:00:00.000,436,3,41.2965,123.8895,3,0
167,2012-06-13 00:00:00.000,437,3,37.023,111.069,3,0
168,2012-06-13 00:00:00.000,320,3,47.4705,142.4115,3,0
168,2012-06-13 00:00:00.000,321,3,42.798,128.394,3,0
168,2012-06-13 00:00:00.000,322,60,25.4205,1525.23,60,0
